nome_cliente_25;codice_articolo_25;articolo_colore_25;unita_di_misura_25;quantita_25;imponibile_25
MICO SPORT SPA;PF0034070/20XEX1107;70/2 ELAS RIT FLEXI PA 66 - BLUETTE 9086;KG;85,0699998140335;1267,55
MICO SPORT SPA;PF0034070/20XEX1113;70/2 ELAS RIT FLEXI PA 66 - PRINCESS 18;KG;37,0099997520447;551,45
MICO SPORT SPA;PF0034070/20XEX1134;70/2 ELAS RIT FLEXI PA 66 - OTTANIO 06;KG;38,5499997138977;574,39
MICO SPORT SPA;PF0034070/20XEX1139;70/2 ELAS RIT FLEXI PA 66 - VERDE MILITARE 356 DRYARN;KG;18,4399995803833;274,75
MICO SPORT SPA;PF0034070/20XEX1146;70/2 ELAS RIT FLEXI PA 66 - ACQUAMARINA 23405;KG;11,8800001144409;177,01
MICO SPORT SPA;PF0034100/20XEX1004;100/2 ELAS RIT FLEXI PA 66 - GRAFITE 9240;KG;315,589999675751;4702,32
MICO SPORT SPA;PF0034100/20XEX1010;100/2 ELAS RIT FLEXI PA 66 - ROSSO 003;KG;41,1199998855591;612,68
MICO SPORT SPA;PF0034100/20XEX1015;100/2 ELAS RIT FLEXI PA 66 - GRIGIO M;KG;118,639999866486;1767,75
MICO SPORT SPA;PF0034100/20XEX1020;100/2 ELAS RIT FLEXI PA 66 - GRIGIO PELTRO;KG;156,359999895096;2329,8
MICO SPORT SPA;PF0034100/20XEX1022;100/2 ELAS RIT FLEXI PA 66 - GRIGIO CAMP;KG;80,2899985313416;1196,33
MICO SPORT SPA;PF0034100/20XEX1044;100/2 ELAS RIT FLEXI PA 66 - GIALLO FLUO;KG;284,839998483658;4244,15
MICO SPORT SPA;PF0034100/20XEX1072;100/2 ELAS RIT FLEXI PA 66 - FUXIA FLUO;KG;82,7400012016296;1232,82
MICO SPORT SPA;PF0034100/20XEX1074;100/2 ELAS RIT FLEXI PA 66 - VERDE FLUO;KG;40,5000009536743;603,45
MICO SPORT SPA;PF0034100/20XEX1090;100/2 ELAS RIT FLEXI PA 66 - TURCHESE 15;KG;74,7200002670288;1113,35
MICO SPORT SPA;PF0034100/20XEX1093;100/2 ELAS RIT FLEXI PA 66 - FUXIA 15;KG;39,7800009250641;592,72
MICO SPORT SPA;PF0034100/20XEX1107;100/2 ELAS RIT FLEXI PA 66 - BLUETTE 9086;KG;40,4200000762939;602,26
MICO SPORT SPA;PF0034100/20XEX1123;100/2 ELAS RIT FLEXI PA 66 - BLU 2922;KG;159,070001602173;2370,15
MICO SPORT SPA;PF0034444020IEX1017;44/40/2 QNOVA GRS 60 INT. FLEXI PA 66 - CANDIDO;KG;161,530000925064;4022,1
MICO SPORT SPA;PF0034444020IEX1142;44/40/2 QNOVA GRS 60 INT. FLEXI PA 66 - GRAPHITE 19-4215 TCX;KG;4,76999998092651;118,77
MICO SPORT SPA;PF0034444020IEX1144;44/40/2 QNOVA GRS 60 INT. FLEXI PA 66 - LAB ROSE 18-1435 TCX;KG;4,73000001907349;117,78
MICO SPORT SPA;PF0034444020IEX1145;44/40/2 QNOVA GRS 60 INT. FLEXI PA 66 - SLATE GRREN;KG;4,82999992370605;120,27
MICO SPORT SPA;PF0034786020LEX1017;78/60/2 QNOVA LEG.INTERL FLEXI GRS 60 PA 66 - CANDIDO;KG;341,80999994278;7417,26
MICO SPORT SPA;PF0034786020LEX1138;78/60/2 QNOVA LEG.INTERL FLEXI GRS 60 PA 66 - LAB GREY 17-4402 TCX;KG;21,1400003433228;458,74
MICO SPORT SPA;PF0034786020LEX1142;78/60/2 QNOVA LEG.INTERL FLEXI GRS 60 PA 66 - GRAPHITE 19-4215 TCX;KG;14,6300003528595;317,47
MICO SPORT SPA;PF0034786020LEX1144;78/60/2 QNOVA LEG.INTERL FLEXI GRS 60 PA 66 - LAB ROSE 18-1435 TCX;KG;16,2000002861023;351,54
MICO SPORT SPA;PF0034786020LEX1145;78/60/2 QNOVA LEG.INTERL FLEXI GRS 60 PA 66 - SLATE GRREN;KG;15,5499999523163;337,44
MICO SPORT SPA;PR00340007;;;0;120
MICO SPORT SPA;PR00340019;;;0;247,32
REMMERT SPA;;;;;
REMMERT SPA;PF0037070/20XP11237;70/2 ELAS RIT STAMPATO PA 6 - MIX COLORI STAMPATI;KG;4,19999980926514;200
REMMERT SPA;PF0037070/20XP61014;70/2 ELAS RIT PA 6 - AZZURRO 304;KG;31,8900003433228;414,57
REMMERT SPA;PF0037070/20XP61019;70/2 ELAS RIT PA 6 - BLU 295;KG;58,3899998664856;759,07
REMMERT SPA;PF0037070/20XP61022;70/2 ELAS RIT PA 6 - AVORIO 533;KG;56,2799997329712;731,64
REMMERT SPA;PF0037070/20XP61061;70/2 ELAS RIT PA 6 - BEIGE 619;KG;74,6400003433228;970,32
REMMERT SPA;PF0037070/20XP61133;70/2 ELAS RIT PA 6 - GREGGIO;KG;44,0499994754791;392,05
REMMERT SPA;PF0037070/30XP61133;70/3 ELAS RIT PA 6 - GREGGIO;KG;289,339998245239;2430,45
REMMERT SPA;PF0037070/40XP61133;70/4 ELAS RIT PA 6 - GREGGIO;KG;350,699997901917;2980,99
REMMERT SPA;PF0037786820M661008;78/68/2  RIT 200 GIRI PA 66 MICRO - BLU 805;KG;61,2000007629395;1150,56
REMMERT SPA;PF0037786820M661013;78/68/2  RIT 200 GIRI PA 66 MICRO - BIANCO;KG;168,660001754761;3170,82
REMMERT SPA;PR00370001;;;0;65,16
REMMERT SPA;PR00370019;;;0;108,16
SARA SPORTLINE SRL;;;KG;521,459991455078;-26307,44
SARA SPORTLINE SRL;;;;0;0
SARA SPORTLINE SRL;PF0039070/20XEX1002;70/2 ELAS RIT FLEXI PA 66 - NERO;KG;1243,93000149727;13434,43
SARA SPORTLINE SRL;PF0039070/20XEX1008;70/2 ELAS RIT FLEXI PA 66 - BIANCO A CAMPIONE;KG;1722,79999661446;18606,13
SARA SPORTLINE SRL;PF0039070/20XEX1009;70/2 ELAS RIT FLEXI PA 66 - NERO SP;KG;286,910000801086;3098,62
SARA SPORTLINE SRL;PF0039070/20XEX1013;70/2 ELAS RIT FLEXI PA 66 - BIANCO LANA;KG;45,5600004196167;492,04
SARA SPORTLINE SRL;PF0039070/20XEX1015;70/2 ELAS RIT FLEXI PA 66 - WHITE;KG;1,78999996185303;19,33
SARA SPORTLINE SRL;PF0039070/30XFL1002;70/3 ELAS RIT FLEXY PA 6 - NERO;KG;137,149998664856;1536,09
SARA SPORTLINE SRL;PF003978SQS0I661000;78/68/2 QSKIN INT. PA 66 - CANDIDO;KG;6156,86999619007;92353,05
SARA SPORTLINE SRL;PF003978SQS0I661002;78/68/2 QSKIN INT. PA 66 - NERO;KG;1730,88000249863;25963,2
SARA SPORTLINE SRL;PF003978SQS0I661015;78/68/2 QSKIN INT. PA 66 - WHITE;KG;0,670000016689301;10,05
SARA SPORTLINE SRL;PF003978SQS0I661016;78/68/2 QSKIN INT. PA 66 - BLACK;KG;0,639999985694885;9,6
SARA SPORTLINE SRL;PF003978SQS0I661017;78/68/2 QSKIN INT. PA 66 - NERO A CAMPIONE 2025;KG;11,039999961853;165,6
TEA SRL;;;;;
TEA SRL;PF0073070/20X661001;70/2 ELAS RIT PA 66 - BEIGE SOLITO;KG;46,4900002479553;697,35
TEA SRL;PF0073070/20X661003;70/2 ELAS RIT PA 66 - CANDIDO;KG;47,4899988174438;712,35
TEA SRL;PF0073100/20X661006;100/2 ELAS RIT PA 66 - GREGGIO;KG;99,9900016784668;1199,88
CALZIFICIO PEDACI ANTONIO;;;KG;398,149993896484;-2745,14
CALZIFICIO PEDACI ANTONIO;;;NR;;1100
CALZIFICIO PEDACI ANTONIO;;;;0;0
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1001;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - NERO;KG;549,67999958992;7970,54
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1006;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROSSO 238;KG;39,25;549,5
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1007;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - FRANCIA;KG;332,089999437332;4699,78
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1008;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROSSO AMSTERDAM;KG;299,180000782013;4188,52
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1019;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - BLU CLER;KG;60,8600006103516;882,48
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1028;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - BLU KSC;KG;41,210000038147;597,55
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1033;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - BLU EVO;KG;357,300001144409;5112,26
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1034;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROYAL SPONSOR;KG;142,660001754761;2068,6
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1037;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROYAL KRAK;KG;84,1200003623962;1219,77
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1042;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - WATER UDI;KG;119,960000514984;1699,73
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1043;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROYAL SAMP;KG;98,550000667572;1429
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1044;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - GIALLO FLUO;KG;193,300000190735;2802,88
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1049;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROYAL FIR;KG;348,570001125336;4950,68
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1053;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - AZZURRO E 16;KG;175,270001888275;2453,78
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1077;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - GK GREY;KG;188,889999866486;2698,86
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1084;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - COOL GREY 1C;KG;116,629999160767;1632,82
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1095;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - BLU NORD;KG;41,0600004196167;574,84
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1116;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - FLORENTIA;KG;42,0300002098083;609,44
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1120;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROSSO EMILIA;KG;79,1799983978271;1108,52
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1126;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - LILLA JOHN;KG;145,58000087738;2038,12
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1133;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROSSO DRV;KG;40,5300006866455;567,42
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1134;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - RED NEON FLUO;KG;141,739998817444;2055,26
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1138;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - PURPURA;KG;85,1299991607666;1191,82
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1191;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - VERDE NOIA;KG;78,6400003433228;1100,96
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1196;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - MALVA 308;KG;77,5500001907349;1085,7
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1201;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - GIALLO EMILIA;KG;80,8099999427795;1171,76
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1208;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - VIOLA GK;KG;159,019999742508;2265,84
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1209;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROSSO 095;KG;38,7699995040894;542,78
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1212;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - MATTONE;KG;39,789999961853;557,06
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1224;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - CELESTE 806;KG;39,5300011634827;553,42
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1230;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - CORAL FLUO;KG;40,4299998283386;586,24
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1232;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - DARK;KG;286,479999065399;4154,01
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1233;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - VERDE OSA;KG;78,0499985218048;1093,22
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1234;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - VERDINO CORONA;KG;39,1300005912781;548,33
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1235;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - AMBRA 160158;KG;80,0300011634827;1120,42
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1236;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - CIELO UDA;KG;37,9700005054474;531,58
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1237;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - LILLA BASE;KG;70,5900003910065;988,26
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1239;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - BEIGE DIR;KG;60,3499996066093;844,9
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1240;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - MORO 1020;KG;20,679999768734;289,52
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1242;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - GRIGIO DINA;KG;40,4600005149841;566,44
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1243;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - ROSA PALERMO;KG;39,0099997520447;546,14
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1248;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - LILLA GLO;KG;41,2199993133545;577,08
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1249;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - BLU RWC;KG;40,0200006961823;560,28
CALZIFICIO PEDACI ANTONIO;PF0079070/30X6G1250;70/3 ELAS RIT FLEXY RENEW GRS 100 PA 6 - OFF WHITE;KG;103,519999504089;1449,28
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1001;70/3 ELAS RIT FLEXY PA 6 - NERO;KG;4367,70999097824;34941,68
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1003;70/3 ELAS RIT FLEXY PA 6 - ARANCIO EVO;KG;244,320001602173;2565,43
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1004;70/3 ELAS RIT FLEXY PA 6 - ARANCIO MAC FLUO;KG;232,949999332428;2446,02
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1005;70/3 ELAS RIT FLEXY PA 6 - ROSSO 05;KG;99,6199998855591;1046,03
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1007;70/3 ELAS RIT FLEXY PA 6 - FRANCIA;KG;39,5900011062622;415,71
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1008;70/3 ELAS RIT FLEXY PA 6 - ROSSO AMSTERDAM;KG;981,209997653961;10302,9
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1009;70/3 ELAS RIT FLEXY PA 6 - BIANCO OTTICO;KG;1028,81000256538;8230,48
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1010;70/3 ELAS RIT FLEXY PA 6 - BLU RS;KG;41,1599996089935;432,2
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1030;70/3 ELAS RIT FLEXY PA 6 - BLU MARINO;KG;287,519999980927;3019,01
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1032;70/3 ELAS RIT FLEXY PA 6 - AMBRA MAC;KG;77,7500007152557;816,4
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1033;70/3 ELAS RIT FLEXY PA 6 - BLU EVO;KG;427,13000202179;4484,98
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1034;70/3 ELAS RIT FLEXY PA 6 - ROYAL SPONSOR;KG;99,4700012207031;1044,46
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1035;70/3 ELAS RIT FLEXY PA 6 - GROC;KG;575,200002670288;6039,73
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1039;70/3 ELAS RIT FLEXY PA 6 - GOLD HAJDUK;KG;176,090001344681;1849
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1041;70/3 ELAS RIT FLEXY PA 6 - BLU LAZIO;KG;175,130000114441;1838,91
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1042;70/3 ELAS RIT FLEXY PA 6 - WATER UDI;KG;96;1008,02
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1044;70/3 ELAS RIT FLEXY PA 6 - GIALLO FLUO;KG;138,609997749329;1455,43
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1051;70/3 ELAS RIT FLEXY PA 6 - ARANCIO 09;KG;143,579998493195;1507,63
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1057;70/3 ELAS RIT FLEXY PA 6 - GIALLO EVO;KG;451,059997797012;4736,23
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1068;70/3 ELAS RIT FLEXY PA 6 - GIALLO BRILL (15);KG;38,6000003814697;405,31
